practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,f,A,congruent_left,El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,1,1,0,0,f,0,17,Los clientes se fueron sin tomar todo el vino. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,16,,,,,,,,,,,,,,,,,,0.5339245170471258,0.5135709720198065,0.5339245170471258,0.4014381179586053,0.3694576700218022,0.9353626350057311,0.46790888003306463,0.43945717497263104,1.4032715150387958,0.534583205007948,0.5075271669775248,1.9378547200467438,0.38465782499406487,0.3557037199498154,2.3225125450408086,0.2494636299670674,0.22128390800207853,2.571976175007876,0.35180396999930963,0.30589023197535425,2.9237801450071856,0.3345842100097798,0.28820665000239387,3.2583643550169654,0.3504750350257382,0.3222356800106354,3.6088393900427036,0.5020232269889675,0.4729461770039052,4.110862617031671,0.282619513978716,0.25274428399279714,4.393482131010387,0.36875433899695054,0.3383577829808928,4.762236470007338,0.3176418670336716,0.2884096479974687,5.079878337041009,,,,0.23364146996755153,0.2042084620334208,5.313519807008561,,,,,f,1,0.4220365450019017,f,1,2.356822383007966,,,,None,None,0.35135746002197266,0.32296931400196627,5.664877267030533,0.333423389995005,0.3052589549915865,5.998300657025538,0.5684329029754736,0.5395433300291188,6.566733560001012,0.4009314520517364,0.3714306029723957,6.967665012052748,0.33493751799687743,0.30454594700131565,7.302602530049626,0.26649814000120386,0.23742576997028664,7.56910067005083,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,Antes de correr su primer maratón María tuvo que correr mucho para practicar,0,0,0,1,f,0,210,María corrió el maratón sin entrenarse.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,39,,,,,,,,,,,,,,,,,,0.7679459850187413,0.753949626989197,0.7679459850187413,0.4679038600297645,0.43971289502223954,1.2358498450485058,0.31787614995846525,0.2853539579664357,1.553725995006971,0.9526141150272451,0.9198719899868593,2.506340110034216,0.3341877079801634,0.305198379966896,2.8405278180143796,0.3845174050075002,0.3562095879460685,3.22504522302188,0.3006332070217468,0.27169959695311263,3.5256784300436266,0.4172877799719572,0.38745572202606127,3.942966210015584,1.0860853450139984,1.0538299250183627,5.029051555029582,0.26752178999595344,0.23779351997654885,5.296573345025536,0.4006896049831994,0.37267071998212487,5.697262950008735,0.45085492299403995,0.40493223996600136,6.148117873002775,0.2848241520114243,0.2549734649946913,6.432942025014199,,,,,,,,,,,f,1,0.6721759949577972,f,1,2.7445064469939098,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,A,congruent_right,El pastel en el refrigerador es para el cumpleaños de Tomás,0,0,0,0,j,0,207,Tomás no cumple años pronto.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,36,,,,,,,,,,,,,,,,,,0.5000920529710129,0.4886091549997218,0.5000920529710129,0.26690600998699665,0.23850529798073694,0.7669980629580095,0.552452007017564,0.5184944870416075,1.3194500699755736,0.25002452300395817,0.22052282001823187,1.5694745929795317,0.46841744502307847,0.4394350430229679,2.03789203800261,0.5512692799675278,0.5237620249972679,2.589161317970138,0.2839673070120625,0.2550160569953732,2.8731286249822006,0.5349467699998058,0.5026508300215937,3.4080753949820064,0.30055993498535827,0.2712860199972056,3.7086353299673647,0.46790755301481113,0.4385087920236401,4.176542882982176,0.3166699049761519,0.2864565050113015,4.493212787958328,,,,,,,,,,,,,,,,,j,1,0.48716367199085653,j,1,2.4410361719783396,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.40226930304197595,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,21,21,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.3890545300091617,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,Justo después de bajarme el autobús falló de repente ,0,0,0,0,f,0,213,Deben mandar el autobús al mecánico.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,22,22,42,,,,,,,,,,,,,,,,,,0.45042338798521087,0.4392312319832854,0.45042338798521087,0.3676900470163673,0.3347285100026056,0.8181134350015782,0.36768542998470366,0.3346609929576516,1.1857988649862818,0.38369308301480487,0.35428551002405584,1.5694919480010867,0.28474495001137257,0.25137746502878144,1.8542368980124593,0.6183023349731229,0.5897229600232095,2.472539232985582,0.5513599119731225,0.5187794500379823,3.0238991449587047,0.4509418980451301,0.4183192499913275,3.474841043003835,0.5686324469861574,0.5407037590048276,4.043473489989992,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5563827629666775,f,1,3.7322628630208783,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,Mi hija pintó el cuadro que está en la pared de mi oficina,0,0,0,0,j,0,219,Tengo arte colgado en mi oficina.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,23,23,48,,,,,,,,,,,,,,,,,,0.4836980099789798,0.4728108369745314,0.4836980099789798,0.35058999503962696,0.32108429999789223,0.8342880050186068,1.0030811579781584,0.9736207370297052,1.8373691629967652,0.6187466550036334,0.5893566400045529,2.4561158180003986,0.7846580650075339,0.7557211369858123,3.2407738830079325,0.4174454449675977,0.38798763998784125,3.65821932797553,0.5349114570417441,0.5019886899972335,4.193130785017274,0.2848310949630104,0.2556710949866101,4.477961879980285,0.3677540080389008,0.33837396203307435,4.8457158880191855,0.31728079996537417,0.28481742000440136,5.16299668798456,0.31742079998366535,0.28897135303122923,5.480417487968225,0.3676126600475982,0.3376120320172049,5.848030148015823,0.3333486919873394,0.3059127770247869,6.181378840003163,,,,,,,,,,,j,1,0.40450826997403055,f,1,3.2956270800204948,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_right,Las flores en mi apartamento hacen que la sala brille,0,0,0,1,j,0,224,No tengo plantas en mi apartamento por mis alergias.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,24,24,53,,,,,,,,,,,,,,,,,,0.4838650120072998,0.47298484097700566,0.4838650120072998,0.350774338003248,0.32184946996858343,0.8346393500105478,0.35154540999792516,0.3226104879868217,1.186184760008473,0.34913941501872614,0.31988818797981367,1.535324175027199,0.3013573299976997,0.2709200329845771,1.8366815050248988,0.26788064697757363,0.23792875499930233,2.1045621520024724,0.5344582599936984,0.5048178000142798,2.639020411996171,0.6016450300230645,0.5679820550139993,3.2406654420192353,0.5176987599697895,0.4883363870321773,3.758364201989025,0.43558988999575377,0.4018817720352672,4.193954091984779,,,,,,,,,,,,,,,,,,,,j,1,0.41943070996785536,j,1,2.5779373950208537,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_left,Mis hijas están saltando la cuerda en el jardín,0,0,0,1,f,0,226,A mis hijas no les gusta jugar en el jardín.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,25,25,55,,,,,,,,,,,,,,,,,,0.5174337450298481,0.5049176180036739,0.5174337450298481,0.3841451500193216,0.3556600399897434,0.9015788950491697,0.33397451997734606,0.3052682419656776,1.2355534150265157,0.3509836199809797,0.3228684149798937,1.5865370350074954,0.35008011502213776,0.3215091899619438,1.9366171500296332,0.4351210229797289,0.40528824500506744,2.371738173009362,0.719297057017684,0.6907401800272055,3.091035230027046,0.3329702229821123,0.3046782049932517,3.4240054530091584,0.3343593320460059,0.3043974179890938,3.7583647850551642,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5349557980080135,j,1,3.025492415006738,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando los jardineros terminaron el jardín quedó lleno de flores,1,1,1,0,f,1,10,Los jardineros todavía no acaban su trabajo.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,26,26,9,,,,,,,,,,,,,,,,,,0.3665887670358643,0.35470349999377504,0.3665887670358643,0.46852208295604214,0.43906285299453884,0.8351108499919064,0.33429136202903464,0.30490965000353754,1.169402212020941,0.38448423001682386,0.3568853980395943,1.553886442037765,0.38423124997643754,0.3553660429897718,1.9381176920142025,1.0013309129863046,0.9691920580225997,2.939448605000507,0.7856840169988573,0.75578259996837,3.7251326219993643,0.485120318015106,0.45582310296595097,4.21025294001447,0.3343302750145085,0.28920808801194653,4.544583215028979,0.383907631970942,0.35423694498604164,4.928490846999921,,,,,,,,,,,,,,,,,,,,f,1,0.4533339320332743,j,1,2.0264972929726355,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,27,27,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4901024329592474,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Mientras el padre leía la biblia antigua se partió en dos ,1,1,1,0,j,1,7,La biblia se quedó intacta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,28,28,6,,,,,,,,,,,,,,,,,,0.45035762700717896,0.4461797180119902,0.45035762700717896,0.48469134501647204,0.456564927008003,0.935048972023651,0.31751569802872837,0.28821335500106215,1.2525646700523794,0.4342755469842814,0.4020624120021239,1.6868402170366608,0.4352025900152512,0.40242177195614204,2.122042807051912,0.3502452079555951,0.3213855050271377,2.472288015007507,0.518074740015436,0.489614124991931,2.990362755022943,0.30114365002373233,0.2717714280006476,3.2915064050466754,0.399815162003506,0.36972844001138583,3.6913215670501813,0.9365397699875757,0.9037953650113195,4.627861337037757,0.4007217299658805,0.3682129030348733,5.0285830670036376,,,,,,,,,,,,,,,,,j,1,1.057002821995411,j,1,2.27747522800928,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,El mecánico estará de vacaciones solo unos días,0,0,0,1,f,0,230,El mecánico viaja solo.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,29,29,59,,,,,,,,,,,,,,,,,,0.5339103169972077,0.5238449220196344,0.5339103169972077,0.33354545099427924,0.3040781409945339,0.8674557679914869,0.5522673819796182,0.5238503909786232,1.4197231499711052,1.1196287120110355,1.0899772200500593,2.5393518619821407,0.35090353299165145,0.32183861802332103,2.890255394973792,0.6667883779737167,0.6366768560255878,3.557043772947509,0.35292488703271374,0.3235328790033236,3.9099686599802226,0.3335074919741601,0.3012072269921191,4.243476151954383,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6183672969928011,j,0,2.6075320199597627,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,El pescado está listo para comer,0,0,0,0,f,0,229,Vamos a comer pescado.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,30,30,58,,,,,,,,,,,,,,,,,,0.56890602002386,0.56565393100027,0.56890602002386,0.367263988009654,0.337999609997496,0.936170008033514,0.5522512519964948,0.5189099929993972,1.4884212600300089,0.617306905973237,0.5885948299546726,2.105728166003246,0.40018438902916387,0.37011711398372427,2.5059125550324097,0.3689418249996379,0.3399484959663823,2.8748543800320476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5062932220171206,f,1,0.9903608169988729,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,La pantalla de mi computadora se me rompió,0,0,1,0,f,0,221,Mi computadora está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,31,31,50,,,,,,,,,,,,,,,,,,0.600258792983368,0.5904133730218746,0.600258792983368,0.3333364750142209,0.3016724800108932,0.933595267997589,0.38608619198203087,0.3560144850052893,1.3196814599796198,0.41664291301276535,0.38837788498494774,1.7363243729923852,0.4023066919762641,0.3712517090025358,2.1386310649686493,0.8857755830395035,0.8575631200219505,3.024406648008153,0.3674980969517492,0.3389699449762702,3.391904744959902,0.4511596279917285,0.42265916999895126,3.8430643729516305,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4555142819881439,j,1,2.0100652129622176,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_right,La madre metió los vasos sucios que su hija dejó en el lavaplatos cuando acabó de comer,0,1,1,0,j,0,137,La madre limpió después de la comida.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,32,32,28,,,,,,,,,,,,,,,,,,0.5158594939857721,0.4958319920115173,0.5158594939857721,0.35212681302800775,0.3220875199767761,0.8679863070137799,0.4178947330219671,0.3887062069843523,1.285881040035747,0.6853938619606197,0.6565786980208941,1.9712749019963667,0.4512568549835123,0.4230182149913162,2.422531756979879,0.4175066100433469,0.3891014829860069,2.840038367023226,0.6020721629611216,0.573713003017474,3.4421105299843475,0.46738076204201207,0.435591840010602,3.9094912920263596,0.5342259649769403,0.5057203600299545,4.4437172570033,0.30110645497916266,0.27194609999423847,4.7448237119824626,0.3664710250450298,0.3367769760079682,5.111294737027492,0.43529436795506626,0.40667453996138647,5.546589104982559,0.3012539720511995,0.2730842680321075,5.847843077033758,,,,0.6350771049619652,0.592042203003075,6.482920181995723,,,,,f,0,0.5232770669972524,f,1,3.32966959499754,,,,None,None,0.6181995550286956,0.5687873180140741,7.101119737024419,0.3512300679576583,0.3052384000038728,7.452349804982077,0.350200760003645,0.32115514698671177,7.802550564985722,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Paco dejó los pantalones que compró en la tienda en su cuarto cuando volvió,1,1,1,0,j,1,11,A Paco los pantalones se le quedaron en la tienda.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,33,33,10,,,,,,,,,,,,,,,,,,0.45060580503195524,0.4367089900188148,0.45060580503195524,0.35070256795734167,0.32164478197228163,0.8013083729892969,0.33430930000031367,0.30550245800986886,1.1356176729896106,0.3008065120084211,0.27251020999392495,1.4364241849980317,0.2996516500134021,0.27185657498193905,1.7360758350114338,0.953326542978175,0.9086222519981675,2.689402377989609,0.5175833100220188,0.4887697430094704,3.2069856880116276,0.35179000202333555,0.3220961070037447,3.558775690034963,0.3674629050074145,0.3384683399926871,3.9262385950423777,0.3502664449624717,0.32151142304064706,4.276505040004849,0.5348348800325766,0.5049289219896309,4.811339920037426,0.3851107700029388,0.35222948499722406,5.196450690040365,0.3168695449712686,0.28382645797682926,5.5133202350116335,,,,0.5854807830182835,0.5516320070018992,6.098801018029917,,,,,j,1,0.6571318979840726,j,1,4.261454704974312,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,María acomodó las revistas que Gabriela dejó bajo la cama en el librero cuando las encontró,1,1,1,0,j,1,15,Las revistas de Gabriela están escondidas bajo la cama.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,34,34,14,,,,,,,,,,,,,,,,,,0.46723044803366065,0.4499452449963428,0.46723044803366065,0.3843728699721396,0.3553712249849923,0.8516033180058002,0.7514119499828666,0.722625490045175,1.603015267988667,0.4347525170305744,0.40556391701102257,2.0377677850192413,0.5176698429859243,0.4899319859687239,2.5554376280051656,0.28464422503020614,0.2512966929934919,2.8400818530353718,0.6856169819948263,0.6562339829979464,3.525698835030198,0.2505196100100875,0.2220777350012213,3.7762184450402856,0.484300029987935,0.45581478503299877,4.260518475028221,0.4510819179704413,0.4227677640155889,4.711600392998662,0.3506841800408438,0.3239330109790899,5.062284573039506,0.3348667199607007,0.3058699850225821,5.397151293000206,0.3510667200316675,0.32292049698298797,5.748218013031874,,,,0.618221751996316,0.5902330799726769,6.36643976502819,,,,,j,1,0.7234839249867946,f,0,3.731480714981444,,,,None,None,0.3505637350026518,0.3224912050063722,6.717003500030842,0.3511417399859056,0.3223355200025253,7.068145240016747,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,El cocinero lava las verduras en el fregadero,0,0,0,1,j,0,204,El cocinero prepara las verduras él mismo.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,35,35,33,,,,,,,,,,,,,,,,,,0.9351146550034173,0.9233298230101354,0.9351146550034173,0.4182427329942584,0.38999607000732794,1.3533573879976757,0.3675055250059813,0.3388127550133504,1.720862913003657,0.4178546570474282,0.3885903070331551,2.138717570051085,0.36768974299775437,0.3384550320333801,2.5064073130488396,1.0357929749879986,1.0070700870128348,3.542200288036838,0.4014912399579771,0.3730508119915612,3.9436915279948153,0.4009314300492406,0.3723043980426155,4.344622958044056,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.40682494995417073,f,1,4.11143563000951,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los chicos acomodaron la manta que sus padres les dejaron dentro del clóset antes de dormir,0,1,1,0,f,0,136,Los chicos no usaron la manta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,36,36,27,,,,,,,,,,,,,,,,,,0.8009003030019812,0.7808292789850384,0.8009003030019812,0.36767355201300234,0.3382908629719168,1.1685738550149836,0.3685198450111784,0.3408481450169347,1.537093700026162,0.4169726030086167,0.3889235000242479,1.9540663030347787,0.4510956599842757,0.4182800510316156,2.4051619630190544,0.5020799500052817,0.47301963198697194,2.907241913024336,0.417405076965224,0.3894894099794328,3.32464698998956,0.8690981300314888,0.8368245630408637,4.193745120021049,0.41761261998908594,0.38883931998861954,4.611357740010135,0.4348513599834405,0.40653424500487745,5.046209099993575,0.3830630300217308,0.3533217170042917,5.429272130015306,0.36788354499731213,0.32241462997626513,5.797155675012618,0.3666907009901479,0.3356620230479166,6.163846376002766,,,,0.3360332419979386,0.30504745501093566,6.499879618000705,,,,,f,1,0.7377061379957013,f,0,2.6068799330387264,,,,None,None,0.3001196720288135,0.27166130003752187,6.799999290029518,0.2507863229839131,0.2208084050216712,7.050785613013431,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_right,El señor gordo tomó un café solo,0,0,0,1,j,0,228,El señor estaba solo cuando bebió el café.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,37,37,57,,,,,,,,,,,,,,,,,,0.4334140449645929,0.42108824400929734,0.4334140449645929,0.36819167499197647,0.338570055027958,0.8016057199565694,0.34969229000853375,0.32059524999931455,1.1512980099651031,0.3519638479920104,0.32225104700773954,1.5032618579571135,0.45119701500516385,0.42246257700026035,1.9544588729622774,0.250137866998557,0.22086489497451112,2.2045967399608344,0.46824148000450805,0.43849061999935657,2.6728382199653424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.45712967799045146,f,0,4.6166864550323226,,,,None,space,,,,,,,,,,,,,,,,,,,48.05090721498709,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_left,La participante brilló cuando ganó el maratón,0,0,0,1,f,0,218,La participante se quedó triste después del maratón.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,38,38,47,,,,,,,,,,,,,,,,,,0.5845501780277118,0.570916814962402,0.5845501780277118,0.3183269979781471,0.2899825099739246,0.9028771760058589,0.3675893319887109,0.33555473503656685,1.2704665079945698,0.2837255780468695,0.2550872670253739,1.5541920860414393,0.31707493495196104,0.28859007003484294,1.8712670209934004,0.2845752650173381,0.2550044200033881,2.1558422860107385,0.36795358202653006,0.3393473600153811,2.5237958680372685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5847792580025271,j,1,2.5577865180093795,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,A,congruent_left,La familia tenía una mesa antigua en el porche de su casa,0,0,0,0,f,0,201,La mesa antigua está en el comedor.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,39,39,30,,,,,,,,,,,,,,,,,,0.4840262100333348,0.4708506859606132,0.4840262100333348,0.3511545200017281,0.3223708199802786,0.8351807300350629,0.5506998979835771,0.5217975429841317,1.38588062801864,0.45195406198035926,0.42231191002065316,1.8378346899989992,0.3836813980014995,0.35137687204405665,2.2215160880004987,0.3003646800061688,0.2718516020104289,2.5218807680066675,0.41829597199102864,0.38939517200924456,2.940176739997696,0.31783731299219653,0.2883503300254233,3.2580140529898927,0.4007666000397876,0.3717285949969664,3.6587806530296803,0.584859519964084,0.5554633269784972,4.243640172993764,0.317136780009605,0.28809190302854404,4.560776953003369,0.4018962570116855,0.36843228799989447,4.962673210015055,,,,,,,,,,,,,,f,1,0.455405251996126,j,1,3.1250334050273523,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los alumnos metieron la prueba que la maestra les dio en sus bolsas antes de irse,0,1,1,0,f,0,140,La maestra se quedó con las pruebas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,40,40,29,,,,,,,,,,,,,,,,,,0.6006886419490911,0.5854891890194267,0.6006886419490911,0.43412909004837275,0.40631244698306546,1.0348177319974639,0.6512615849496797,0.6218494020286016,1.6860793169471435,0.7527920650318265,0.723483886977192,2.43887138197897,0.4162169030169025,0.3874487020075321,2.8550882849958725,0.46883232198888436,0.4380413299659267,3.323920606984757,0.4015531750046648,0.37235125800361857,3.7254737819894217,0.5008863299735822,0.4724853599909693,4.226360111963004,0.5853024080279283,0.5560264720115811,4.811662519990932,0.26789847697364166,0.23541987797943875,5.079560996964574,0.23339304799446836,0.20456880802521482,5.312954044959042,0.24971287499647588,0.21875037101563066,5.562666919955518,0.2510771850356832,0.22083957795985043,5.813744104991201,,,,0.4189075549948029,0.3900047920178622,6.232651659986004,,,,,f,1,0.48938295198604465,j,1,1.9933685919968411,,,,None,None,0.3833769299671985,0.35311227495549247,6.616028589953203,0.36870861699571833,0.33960160496644676,6.984737206948921,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
